Df	SumsOfSqs	MeanSqs	F.Model	R2	Pr(>F)
4	3765.40624210619	941.351560526547	175.182591350069	0.263029569867506	0.001
9	5600.55604267309	622.284004741455	115.805113708347	0.391222554010315	0.001
4	1806.15783076355	451.539457690888	84.0300856896111	0.126167772291372	0.001
1	580.223321341606	580.223321341606	107.977751625026	0.0405310558348181	0.001
477	2563.18102678291	5.37354512952393	NA	0.179049047995988	NA
495	14315.5244636674	NA	NA	1	NA
