Ethnicity	EducationLevel	GeoRegion	IncomeGroup	source_cooking_fuel_post_eq	Freq
Newar	Primary	Hilly	10000-20000	Others	1
Newar	Primary	Hilly	10000-20000	Wood	2596
Newar	Primary	Hilly	20000-30000	Electricity	0
Newar	Primary	Hilly	20000-30000	Gobar Gas	73
Newar	Primary	Hilly	20000-30000	Kerosene	0
Newar	Primary	Hilly	20000-30000	LP Gas	611
Newar	Primary	Hilly	20000-30000	Others	0
Newar	Primary	Hilly	20000-30000	Wood	574
Newar	Primary	Hilly	30000-50000	Electricity	0
Newar	Primary	Hilly	30000-50000	Gobar Gas	22
Newar	Primary	Hilly	30000-50000	Kerosene	0
Newar	Primary	Hilly	30000-50000	LP Gas	182
Newar	Primary	Hilly	30000-50000	Others	0
Newar	Primary	Hilly	30000-50000	Wood	146
Newar	Primary	Hilly	50000-ABOVE	Electricity	1
Newar	Primary	Hilly	50000-ABOVE	Gobar Gas	3
Newar	Primary	Hilly	50000-ABOVE	Kerosene	1
Newar	Primary	Hilly	50000-ABOVE	LP Gas	61
Newar	Primary	Hilly	50000-ABOVE	Others	0
Newar	Primary	Hilly	50000-ABOVE	Wood	49
Newar	Primary	Himalayan	0-10000	Electricity	2
Newar	Primary	Himalayan	0-10000	Gobar Gas	12
Newar	Primary	Himalayan	0-10000	Kerosene	1
Newar	Primary	Himalayan	0-10000	LP Gas	157
Newar	Primary	Himalayan	0-10000	Others	3
Newar	Primary	Himalayan	0-10000	Wood	2211
Newar	Primary	Himalayan	10000-20000	Electricity	1
Newar	Primary	Himalayan	10000-20000	Gobar Gas	11
Newar	Primary	Himalayan	10000-20000	Kerosene	2
Newar	Primary	Himalayan	10000-20000	LP Gas	526
Newar	Primary	Himalayan	10000-20000	Others	2
Newar	Primary	Himalayan	10000-20000	Wood	1983
Newar	Primary	Himalayan	20000-30000	Electricity	1
Newar	Primary	Himalayan	20000-30000	Gobar Gas	9
Newar	Primary	Himalayan	20000-30000	Kerosene	2
Newar	Primary	Himalayan	20000-30000	LP Gas	346
Newar	Primary	Himalayan	20000-30000	Others	0
Newar	Primary	Himalayan	20000-30000	Wood	617
Newar	Primary	Himalayan	30000-50000	Electricity	1
Newar	Primary	Himalayan	30000-50000	Gobar Gas	2
Newar	Primary	Himalayan	30000-50000	Kerosene	0
Newar	Primary	Himalayan	30000-50000	LP Gas	132
Newar	Primary	Himalayan	30000-50000	Others	0
Newar	Primary	Himalayan	30000-50000	Wood	146
Newar	Primary	Himalayan	50000-ABOVE	Electricity	0
Newar	Primary	Himalayan	50000-ABOVE	Gobar Gas	1
Newar	Primary	Himalayan	50000-ABOVE	Kerosene	0
Newar	Primary	Himalayan	50000-ABOVE	LP Gas	57
Newar	Primary	Himalayan	50000-ABOVE	Others	0
Newar	Primary	Himalayan	50000-ABOVE	Wood	52
Newar	Secondary	Hilly	0-10000	Electricity	2
Newar	Secondary	Hilly	0-10000	Gobar Gas	63
Newar	Secondary	Hilly	0-10000	Kerosene	0
Newar	Secondary	Hilly	0-10000	LP Gas	441
Newar	Secondary	Hilly	0-10000	Others	0
Newar	Secondary	Hilly	0-10000	Wood	2245
Newar	Secondary	Hilly	10000-20000	Electricity	2
Newar	Secondary	Hilly	10000-20000	Gobar Gas	123
Newar	Secondary	Hilly	10000-20000	Kerosene	4
Newar	Secondary	Hilly	10000-20000	LP Gas	1979
Newar	Secondary	Hilly	10000-20000	Others	0
Newar	Secondary	Hilly	10000-20000	Wood	2173
Newar	Secondary	Hilly	20000-30000	Electricity	2
Newar	Secondary	Hilly	20000-30000	Gobar Gas	51
Newar	Secondary	Hilly	20000-30000	Kerosene	1
Newar	Secondary	Hilly	20000-30000	LP Gas	1550
Newar	Secondary	Hilly	20000-30000	Others	2
Newar	Secondary	Hilly	20000-30000	Wood	612
Newar	Secondary	Hilly	30000-50000	Electricity	0
Newar	Secondary	Hilly	30000-50000	Gobar Gas	16
Newar	Secondary	Hilly	30000-50000	Kerosene	1
Newar	Secondary	Hilly	30000-50000	LP Gas	596
Newar	Secondary	Hilly	30000-50000	Others	0
Newar	Secondary	Hilly	30000-50000	Wood	145
Newar	Secondary	Hilly	50000-ABOVE	Electricity	0
Newar	Secondary	Hilly	50000-ABOVE	Gobar Gas	1
Newar	Secondary	Hilly	50000-ABOVE	Kerosene	0
Newar	Secondary	Hilly	50000-ABOVE	LP Gas	261
Newar	Secondary	Hilly	50000-ABOVE	Others	1
Newar	Secondary	Hilly	50000-ABOVE	Wood	66
Newar	Secondary	Himalayan	0-10000	Electricity	1
Newar	Secondary	Himalayan	0-10000	Gobar Gas	11
Newar	Secondary	Himalayan	0-10000	Kerosene	0
Newar	Secondary	Himalayan	0-10000	LP Gas	215
Newar	Secondary	Himalayan	0-10000	Others	2
Newar	Secondary	Himalayan	0-10000	Wood	1312
Newar	Secondary	Himalayan	10000-20000	Electricity	1
Newar	Secondary	Himalayan	10000-20000	Gobar Gas	13
Newar	Secondary	Himalayan	10000-20000	Kerosene	2
Newar	Secondary	Himalayan	10000-20000	LP Gas	1030
Newar	Secondary	Himalayan	10000-20000	Others	6
Newar	Secondary	Himalayan	10000-20000	Wood	1855
Newar	Secondary	Himalayan	20000-30000	Electricity	3
Newar	Secondary	Himalayan	20000-30000	Gobar Gas	2
Newar	Secondary	Himalayan	20000-30000	Kerosene	1
Newar	Secondary	Himalayan	20000-30000	LP Gas	618
Newar	Secondary	Himalayan	20000-30000	Others	2
Newar	Secondary	Himalayan	20000-30000	Wood	656
Newar	Secondary	Himalayan	30000-50000	Electricity	4
Newar	Secondary	Himalayan	30000-50000	Gobar Gas	3
Newar	Secondary	Himalayan	30000-50000	Kerosene	1
Newar	Secondary	Himalayan	30000-50000	LP Gas	270
Newar	Secondary	Himalayan	30000-50000	Others	0
Newar	Secondary	Himalayan	30000-50000	Wood	189
Newar	Secondary	Himalayan	50000-ABOVE	Electricity	0
Newar	Secondary	Himalayan	50000-ABOVE	Gobar Gas	1
Newar	Secondary	Himalayan	50000-ABOVE	Kerosene	0
Newar	Secondary	Himalayan	50000-ABOVE	LP Gas	127
Newar	Secondary	Himalayan	50000-ABOVE	Others	0
Newar	Secondary	Himalayan	50000-ABOVE	Wood	63
Newar	University	Hilly	0-10000	Electricity	1
Newar	University	Hilly	0-10000	Gobar Gas	2
Newar	University	Hilly	0-10000	Kerosene	0
Newar	University	Hilly	0-10000	LP Gas	30
Newar	University	Hilly	0-10000	Others	0
Newar	University	Hilly	0-10000	Wood	71
Newar	University	Hilly	10000-20000	Electricity	1
Newar	University	Hilly	10000-20000	Gobar Gas	6
Newar	University	Hilly	10000-20000	Kerosene	1
Newar	University	Hilly	10000-20000	LP Gas	205
Newar	University	Hilly	10000-20000	Others	0
Newar	University	Hilly	10000-20000	Wood	165
Newar	University	Hilly	20000-30000	Electricity	0
Newar	University	Hilly	20000-30000	Gobar Gas	6
Newar	University	Hilly	20000-30000	Kerosene	0
Newar	University	Hilly	20000-30000	LP Gas	284
Newar	University	Hilly	20000-30000	Others	0
Newar	University	Hilly	20000-30000	Wood	112
Newar	University	Hilly	30000-50000	Electricity	0
Newar	University	Hilly	30000-50000	Gobar Gas	4
Newar	University	Hilly	30000-50000	Kerosene	0
Newar	University	Hilly	30000-50000	LP Gas	137
Newar	University	Hilly	30000-50000	Others	0
Newar	University	Hilly	30000-50000	Wood	35
Newar	University	Hilly	50000-ABOVE	Electricity	0
Newar	University	Hilly	50000-ABOVE	Gobar Gas	1
Newar	University	Hilly	50000-ABOVE	Kerosene	0
Newar	University	Hilly	50000-ABOVE	LP Gas	72
Newar	University	Hilly	50000-ABOVE	Others	0
Newar	University	Hilly	50000-ABOVE	Wood	14
Newar	University	Himalayan	0-10000	Electricity	1
Newar	University	Himalayan	0-10000	Gobar Gas	1
Newar	University	Himalayan	0-10000	Kerosene	0
Newar	University	Himalayan	0-10000	LP Gas	14
Newar	University	Himalayan	0-10000	Others	0
Newar	University	Himalayan	0-10000	Wood	58
Newar	University	Himalayan	10000-20000	Electricity	1
Newar	University	Himalayan	10000-20000	Gobar Gas	2
Newar	University	Himalayan	10000-20000	Kerosene	0
Newar	University	Himalayan	10000-20000	LP Gas	97
Newar	University	Himalayan	10000-20000	Others	0
Newar	University	Himalayan	10000-20000	Wood	151
Newar	University	Himalayan	20000-30000	Electricity	2
Newar	University	Himalayan	20000-30000	Gobar Gas	1
Newar	University	Himalayan	20000-30000	Kerosene	0
Newar	University	Himalayan	20000-30000	LP Gas	130
Newar	University	Himalayan	20000-30000	Others	0
Newar	University	Himalayan	20000-30000	Wood	94
Newar	University	Himalayan	30000-50000	Electricity	0
Newar	University	Himalayan	30000-50000	Gobar Gas	0
Newar	University	Himalayan	30000-50000	Kerosene	1
Newar	University	Himalayan	30000-50000	LP Gas	65
Newar	University	Himalayan	30000-50000	Others	0
Newar	University	Himalayan	30000-50000	Wood	33
Newar	University	Himalayan	50000-ABOVE	Electricity	0
Newar	University	Himalayan	50000-ABOVE	Gobar Gas	0
Newar	University	Himalayan	50000-ABOVE	Kerosene	0
Newar	University	Himalayan	50000-ABOVE	LP Gas	32
Newar	University	Himalayan	50000-ABOVE	Others	0
Newar	University	Himalayan	50000-ABOVE	Wood	13
Rai-Limbu	Illiterate	Hilly	0-10000	Electricity	0
Rai-Limbu	Illiterate	Hilly	0-10000	Gobar Gas	23
Rai-Limbu	Illiterate	Hilly	0-10000	Kerosene	2
Rai-Limbu	Illiterate	Hilly	0-10000	LP Gas	51
Rai-Limbu	Illiterate	Hilly	0-10000	Others	4
Rai-Limbu	Illiterate	Hilly	0-10000	Wood	3999
Rai-Limbu	Illiterate	Hilly	10000-20000	Electricity	1
Rai-Limbu	Illiterate	Hilly	10000-20000	Gobar Gas	10
Rai-Limbu	Illiterate	Hilly	10000-20000	Kerosene	0
Rai-Limbu	Illiterate	Hilly	10000-20000	LP Gas	70
Rai-Limbu	Illiterate	Hilly	10000-20000	Others	0
Rai-Limbu	Illiterate	Hilly	10000-20000	Wood	878
Rai-Limbu	Illiterate	Hilly	20000-30000	Electricity	0
Rai-Limbu	Illiterate	Hilly	20000-30000	Gobar Gas	2
Rai-Limbu	Illiterate	Hilly	20000-30000	Kerosene	0
Rai-Limbu	Illiterate	Hilly	20000-30000	LP Gas	24
Rai-Limbu	Illiterate	Hilly	20000-30000	Others	0
Rai-Limbu	Illiterate	Hilly	20000-30000	Wood	219
Rai-Limbu	Illiterate	Hilly	30000-50000	Electricity	0
Rai-Limbu	Illiterate	Hilly	30000-50000	Gobar Gas	2
Rai-Limbu	Illiterate	Hilly	30000-50000	Kerosene	0
Rai-Limbu	Illiterate	Hilly	30000-50000	LP Gas	9
Rai-Limbu	Illiterate	Hilly	30000-50000	Others	0
Rai-Limbu	Illiterate	Hilly	30000-50000	Wood	60
Rai-Limbu	Illiterate	Hilly	50000-ABOVE	Electricity	0
Rai-Limbu	Illiterate	Hilly	50000-ABOVE	Gobar Gas	0
Rai-Limbu	Illiterate	Hilly	50000-ABOVE	Kerosene	0
Rai-Limbu	Illiterate	Hilly	50000-ABOVE	LP Gas	3
Rai-Limbu	Illiterate	Hilly	50000-ABOVE	Others	0
Rai-Limbu	Illiterate	Hilly	50000-ABOVE	Wood	31
Rai-Limbu	Illiterate	Himalayan	0-10000	Electricity	0
Rai-Limbu	Illiterate	Himalayan	0-10000	Gobar Gas	10
Rai-Limbu	Illiterate	Himalayan	0-10000	Kerosene	1
Rai-Limbu	Illiterate	Himalayan	0-10000	LP Gas	33
Rai-Limbu	Illiterate	Himalayan	0-10000	Others	2
Rai-Limbu	Illiterate	Himalayan	0-10000	Wood	4371
Rai-Limbu	Illiterate	Himalayan	10000-20000	Electricity	0
Rai-Limbu	Illiterate	Himalayan	10000-20000	Gobar Gas	6
Rai-Limbu	Illiterate	Himalayan	10000-20000	Kerosene	0
Rai-Limbu	Illiterate	Himalayan	10000-20000	LP Gas	63
Rai-Limbu	Illiterate	Himalayan	10000-20000	Others	0
Rai-Limbu	Illiterate	Himalayan	10000-20000	Wood	1494
Rai-Limbu	Illiterate	Himalayan	20000-30000	Electricity	0
Rai-Limbu	Illiterate	Himalayan	20000-30000	Gobar Gas	4
Rai-Limbu	Illiterate	Himalayan	20000-30000	Kerosene	0
Rai-Limbu	Illiterate	Himalayan	20000-30000	LP Gas	29
Rai-Limbu	Illiterate	Himalayan	20000-30000	Others	0
Rai-Limbu	Illiterate	Himalayan	20000-30000	Wood	372
Rai-Limbu	Illiterate	Himalayan	30000-50000	Electricity	0
Rai-Limbu	Illiterate	Himalayan	30000-50000	Gobar Gas	0
Rai-Limbu	Illiterate	Himalayan	30000-50000	Kerosene	0
Rai-Limbu	Illiterate	Himalayan	30000-50000	LP Gas	6
Rai-Limbu	Illiterate	Himalayan	30000-50000	Others	0
Rai-Limbu	Illiterate	Himalayan	30000-50000	Wood	92
Rai-Limbu	Illiterate	Himalayan	50000-ABOVE	Electricity	0
Rai-Limbu	Illiterate	Himalayan	50000-ABOVE	Gobar Gas	1
Rai-Limbu	Illiterate	Himalayan	50000-ABOVE	Kerosene	0
Rai-Limbu	Illiterate	Himalayan	50000-ABOVE	LP Gas	8
Rai-Limbu	Illiterate	Himalayan	50000-ABOVE	Others	0
Rai-Limbu	Illiterate	Himalayan	50000-ABOVE	Wood	40
Rai-Limbu	NonFormal-Other	Hilly	0-10000	Electricity	0
Rai-Limbu	NonFormal-Other	Hilly	0-10000	Gobar Gas	34
Rai-Limbu	NonFormal-Other	Hilly	0-10000	Kerosene	0
Rai-Limbu	NonFormal-Other	Hilly	0-10000	LP Gas	34
Rai-Limbu	NonFormal-Other	Hilly	0-10000	Others	3
Rai-Limbu	NonFormal-Other	Hilly	0-10000	Wood	2507
Rai-Limbu	NonFormal-Other	Hilly	10000-20000	Electricity	0
Rai-Limbu	NonFormal-Other	Hilly	10000-20000	Gobar Gas	31
Rai-Limbu	NonFormal-Other	Hilly	10000-20000	Kerosene	0
Rai-Limbu	NonFormal-Other	Hilly	10000-20000	LP Gas	71
Rai-Limbu	NonFormal-Other	Hilly	10000-20000	Others	0
Rai-Limbu	NonFormal-Other	Hilly	10000-20000	Wood	795
Rai-Limbu	NonFormal-Other	Hilly	20000-30000	Electricity	0
Rai-Limbu	NonFormal-Other	Hilly	20000-30000	Gobar Gas	5
Rai-Limbu	NonFormal-Other	Hilly	20000-30000	Kerosene	0
Rai-Limbu	NonFormal-Other	Hilly	20000-30000	LP Gas	38
Rai-Limbu	NonFormal-Other	Hilly	20000-30000	Others	0
Rai-Limbu	NonFormal-Other	Hilly	20000-30000	Wood	221
Rai-Limbu	NonFormal-Other	Hilly	30000-50000	Electricity	0
Rai-Limbu	NonFormal-Other	Hilly	30000-50000	Gobar Gas	0
Rai-Limbu	NonFormal-Other	Hilly	30000-50000	Kerosene	0
Rai-Limbu	NonFormal-Other	Hilly	30000-50000	LP Gas	12
Rai-Limbu	NonFormal-Other	Hilly	30000-50000	Others	0
Rai-Limbu	NonFormal-Other	Hilly	30000-50000	Wood	61
Rai-Limbu	NonFormal-Other	Hilly	50000-ABOVE	Electricity	0
Rai-Limbu	NonFormal-Other	Hilly	50000-ABOVE	Gobar Gas	0
Rai-Limbu	NonFormal-Other	Hilly	50000-ABOVE	Kerosene	0
Rai-Limbu	NonFormal-Other	Hilly	50000-ABOVE	LP Gas	4
Rai-Limbu	NonFormal-Other	Hilly	50000-ABOVE	Others	0
Rai-Limbu	NonFormal-Other	Hilly	50000-ABOVE	Wood	23
Rai-Limbu	NonFormal-Other	Himalayan	0-10000	Electricity	0
Rai-Limbu	NonFormal-Other	Himalayan	0-10000	Gobar Gas	1
Rai-Limbu	NonFormal-Other	Himalayan	0-10000	Kerosene	2
Rai-Limbu	NonFormal-Other	Himalayan	0-10000	LP Gas	46
Rai-Limbu	NonFormal-Other	Himalayan	0-10000	Others	1
Rai-Limbu	NonFormal-Other	Himalayan	0-10000	Wood	2091
Rai-Limbu	NonFormal-Other	Himalayan	10000-20000	Electricity	0
Rai-Limbu	NonFormal-Other	Himalayan	10000-20000	Gobar Gas	3
Rai-Limbu	NonFormal-Other	Himalayan	10000-20000	Kerosene	0
Rai-Limbu	NonFormal-Other	Himalayan	10000-20000	LP Gas	77
Rai-Limbu	NonFormal-Other	Himalayan	10000-20000	Others	1
Rai-Limbu	NonFormal-Other	Himalayan	10000-20000	Wood	1073
Rai-Limbu	NonFormal-Other	Himalayan	20000-30000	Electricity	0
Rai-Limbu	NonFormal-Other	Himalayan	20000-30000	Gobar Gas	1
Rai-Limbu	NonFormal-Other	Himalayan	20000-30000	Kerosene	0
Rai-Limbu	NonFormal-Other	Himalayan	20000-30000	LP Gas	59
Rai-Limbu	NonFormal-Other	Himalayan	20000-30000	Others	1
Rai-Limbu	NonFormal-Other	Himalayan	20000-30000	Wood	335
Rai-Limbu	NonFormal-Other	Himalayan	30000-50000	Electricity	0
Rai-Limbu	NonFormal-Other	Himalayan	30000-50000	Gobar Gas	0
Rai-Limbu	NonFormal-Other	Himalayan	30000-50000	Kerosene	0
Rai-Limbu	NonFormal-Other	Himalayan	30000-50000	LP Gas	40
Rai-Limbu	NonFormal-Other	Himalayan	30000-50000	Others	1
Rai-Limbu	NonFormal-Other	Himalayan	30000-50000	Wood	82
Rai-Limbu	NonFormal-Other	Himalayan	50000-ABOVE	Electricity	0
Rai-Limbu	NonFormal-Other	Himalayan	50000-ABOVE	Gobar Gas	1
Rai-Limbu	NonFormal-Other	Himalayan	50000-ABOVE	Kerosene	0
Rai-Limbu	NonFormal-Other	Himalayan	50000-ABOVE	LP Gas	32
Rai-Limbu	NonFormal-Other	Himalayan	50000-ABOVE	Others	0
Rai-Limbu	NonFormal-Other	Himalayan	50000-ABOVE	Wood	42
Rai-Limbu	Primary	Hilly	0-10000	Electricity	0
Rai-Limbu	Primary	Hilly	0-10000	Gobar Gas	36
Rai-Limbu	Primary	Hilly	0-10000	Kerosene	1
Rai-Limbu	Primary	Hilly	0-10000	LP Gas	44
Rai-Limbu	Primary	Hilly	0-10000	Others	2
Rai-Limbu	Primary	Hilly	0-10000	Wood	2330
Rai-Limbu	Primary	Hilly	10000-20000	Electricity	0
Rai-Limbu	Primary	Hilly	10000-20000	Gobar Gas	22
Rai-Limbu	Primary	Hilly	10000-20000	Kerosene	2
Rai-Limbu	Primary	Hilly	10000-20000	LP Gas	124
Rai-Limbu	Primary	Hilly	10000-20000	Others	1
Rai-Limbu	Primary	Hilly	10000-20000	Wood	740
Rai-Limbu	Primary	Hilly	20000-30000	Electricity	0
Rai-Limbu	Primary	Hilly	20000-30000	Gobar Gas	3
Rai-Limbu	Primary	Hilly	20000-30000	Kerosene	0
Rai-Limbu	Primary	Hilly	20000-30000	LP Gas	48
Rai-Limbu	Primary	Hilly	20000-30000	Others	0
Rai-Limbu	Primary	Hilly	20000-30000	Wood	201
Rai-Limbu	Primary	Hilly	30000-50000	Electricity	0
Rai-Limbu	Primary	Hilly	30000-50000	Gobar Gas	1
Rai-Limbu	Primary	Hilly	30000-50000	Kerosene	0
Rai-Limbu	Primary	Hilly	30000-50000	LP Gas	13
Rai-Limbu	Primary	Hilly	30000-50000	Others	0
Rai-Limbu	Primary	Hilly	30000-50000	Wood	59
Rai-Limbu	Primary	Hilly	50000-ABOVE	Electricity	0
Rai-Limbu	Primary	Hilly	50000-ABOVE	Gobar Gas	0
Rai-Limbu	Primary	Hilly	50000-ABOVE	Kerosene	0
Rai-Limbu	Primary	Hilly	50000-ABOVE	LP Gas	7
Rai-Limbu	Primary	Hilly	50000-ABOVE	Others	0
Rai-Limbu	Primary	Hilly	50000-ABOVE	Wood	22
Rai-Limbu	Primary	Himalayan	0-10000	Electricity	0
Rai-Limbu	Primary	Himalayan	0-10000	Gobar Gas	3
Rai-Limbu	Primary	Himalayan	0-10000	Kerosene	0
Rai-Limbu	Primary	Himalayan	0-10000	LP Gas	49
Rai-Limbu	Primary	Himalayan	0-10000	Others	1
Rai-Limbu	Primary	Himalayan	0-10000	Wood	1936
Rai-Limbu	Primary	Himalayan	10000-20000	Electricity	1
Rai-Limbu	Primary	Himalayan	10000-20000	Gobar Gas	9
Rai-Limbu	Primary	Himalayan	10000-20000	Kerosene	0
Rai-Limbu	Primary	Himalayan	10000-20000	LP Gas	118
Rai-Limbu	Primary	Himalayan	10000-20000	Others	2
Rai-Limbu	Primary	Himalayan	10000-20000	Wood	1272
Rai-Limbu	Primary	Himalayan	20000-30000	Electricity	0
Rai-Limbu	Primary	Himalayan	20000-30000	Gobar Gas	0
Rai-Limbu	Primary	Himalayan	20000-30000	Kerosene	0
Rai-Limbu	Primary	Himalayan	20000-30000	LP Gas	73
Rai-Limbu	Primary	Himalayan	20000-30000	Others	2
Rai-Limbu	Primary	Himalayan	20000-30000	Wood	319
Rai-Limbu	Primary	Himalayan	30000-50000	Electricity	0
Rai-Limbu	Primary	Himalayan	30000-50000	Gobar Gas	1
Rai-Limbu	Primary	Himalayan	30000-50000	Kerosene	0
Rai-Limbu	Primary	Himalayan	30000-50000	LP Gas	40
Rai-Limbu	Primary	Himalayan	30000-50000	Others	1
Rai-Limbu	Primary	Himalayan	30000-50000	Wood	85
Rai-Limbu	Primary	Himalayan	50000-ABOVE	Electricity	0
Rai-Limbu	Primary	Himalayan	50000-ABOVE	Gobar Gas	0
Rai-Limbu	Primary	Himalayan	50000-ABOVE	Kerosene	0
Rai-Limbu	Primary	Himalayan	50000-ABOVE	LP Gas	34
Rai-Limbu	Primary	Himalayan	50000-ABOVE	Others	0
Rai-Limbu	Primary	Himalayan	50000-ABOVE	Wood	38
Rai-Limbu	Secondary	Hilly	0-10000	Electricity	0
Rai-Limbu	Secondary	Hilly	0-10000	Gobar Gas	16
Rai-Limbu	Secondary	Hilly	0-10000	Kerosene	0
Rai-Limbu	Secondary	Hilly	0-10000	LP Gas	79
Rai-Limbu	Secondary	Hilly	0-10000	Others	0
Rai-Limbu	Secondary	Hilly	0-10000	Wood	1197
Rai-Limbu	Secondary	Hilly	10000-20000	Electricity	0
Rai-Limbu	Secondary	Hilly	10000-20000	Gobar Gas	12
Rai-Limbu	Secondary	Hilly	10000-20000	Kerosene	0
Rai-Limbu	Secondary	Hilly	10000-20000	LP Gas	156
Rai-Limbu	Secondary	Hilly	10000-20000	Others	0
Rai-Limbu	Secondary	Hilly	10000-20000	Wood	670
Rai-Limbu	Secondary	Hilly	20000-30000	Electricity	0
Rai-Limbu	Secondary	Hilly	20000-30000	Gobar Gas	5
Rai-Limbu	Secondary	Hilly	20000-30000	Kerosene	0
Rai-Limbu	Secondary	Hilly	20000-30000	LP Gas	72
Rai-Limbu	Secondary	Hilly	20000-30000	Others	0
Rai-Limbu	Secondary	Hilly	20000-30000	Wood	166
Rai-Limbu	Secondary	Hilly	30000-50000	Electricity	0
Rai-Limbu	Secondary	Hilly	30000-50000	Gobar Gas	0
Rai-Limbu	Secondary	Hilly	30000-50000	Kerosene	0
Rai-Limbu	Secondary	Hilly	30000-50000	LP Gas	21
Rai-Limbu	Secondary	Hilly	30000-50000	Others	1
Rai-Limbu	Secondary	Hilly	30000-50000	Wood	36
Rai-Limbu	Secondary	Hilly	50000-ABOVE	Electricity	0
Rai-Limbu	Secondary	Hilly	50000-ABOVE	Gobar Gas	0
Rai-Limbu	Secondary	Hilly	50000-ABOVE	Kerosene	0
Rai-Limbu	Secondary	Hilly	50000-ABOVE	LP Gas	15
Rai-Limbu	Secondary	Hilly	50000-ABOVE	Others	0
Rai-Limbu	Secondary	Hilly	50000-ABOVE	Wood	20
Rai-Limbu	Secondary	Himalayan	0-10000	Electricity	0
Rai-Limbu	Secondary	Himalayan	0-10000	Gobar Gas	3
Rai-Limbu	Secondary	Himalayan	0-10000	Kerosene	0
Rai-Limbu	Secondary	Himalayan	0-10000	LP Gas	34
Rai-Limbu	Secondary	Himalayan	0-10000	Others	0
Rai-Limbu	Secondary	Himalayan	0-10000	Wood	958
Rai-Limbu	Secondary	Himalayan	10000-20000	Electricity	0
Rai-Limbu	Secondary	Himalayan	10000-20000	Gobar Gas	9
Rai-Limbu	Secondary	Himalayan	10000-20000	Kerosene	1
Rai-Limbu	Secondary	Himalayan	10000-20000	LP Gas	124
Rai-Limbu	Secondary	Himalayan	10000-20000	Others	2
Rai-Limbu	Secondary	Himalayan	10000-20000	Wood	824
Rai-Limbu	Secondary	Himalayan	20000-30000	Electricity	0
Rai-Limbu	Secondary	Himalayan	20000-30000	Gobar Gas	2
Rai-Limbu	Secondary	Himalayan	20000-30000	Kerosene	0
Rai-Limbu	Secondary	Himalayan	20000-30000	LP Gas	84
Rai-Limbu	Secondary	Himalayan	20000-30000	Others	0
Rai-Limbu	Secondary	Himalayan	20000-30000	Wood	248
Rai-Limbu	Secondary	Himalayan	30000-50000	Electricity	0
Rai-Limbu	Secondary	Himalayan	30000-50000	Gobar Gas	0
Rai-Limbu	Secondary	Himalayan	30000-50000	Kerosene	0
Rai-Limbu	Secondary	Himalayan	30000-50000	LP Gas	39
Rai-Limbu	Secondary	Himalayan	30000-50000	Others	0
Rai-Limbu	Secondary	Himalayan	30000-50000	Wood	51
Rai-Limbu	Secondary	Himalayan	50000-ABOVE	Electricity	0
Rai-Limbu	Secondary	Himalayan	50000-ABOVE	Gobar Gas	0
Rai-Limbu	Secondary	Himalayan	50000-ABOVE	Kerosene	0
Rai-Limbu	Secondary	Himalayan	50000-ABOVE	LP Gas	35
Rai-Limbu	Secondary	Himalayan	50000-ABOVE	Others	1
Rai-Limbu	Secondary	Himalayan	50000-ABOVE	Wood	36
Rai-Limbu	University	Hilly	0-10000	Electricity	0
Rai-Limbu	University	Hilly	0-10000	Gobar Gas	1
Rai-Limbu	University	Hilly	0-10000	Kerosene	0
Rai-Limbu	University	Hilly	0-10000	LP Gas	7
Rai-Limbu	University	Hilly	0-10000	Others	0
Rai-Limbu	University	Hilly	0-10000	Wood	28
Rai-Limbu	University	Hilly	10000-20000	Electricity	0
Rai-Limbu	University	Hilly	10000-20000	Gobar Gas	2
Rai-Limbu	University	Hilly	10000-20000	Kerosene	0
Rai-Limbu	University	Hilly	10000-20000	LP Gas	15
Rai-Limbu	University	Hilly	10000-20000	Others	0
Rai-Limbu	University	Hilly	10000-20000	Wood	50
Rai-Limbu	University	Hilly	20000-30000	Electricity	0
Rai-Limbu	University	Hilly	20000-30000	Gobar Gas	0
Rai-Limbu	University	Hilly	20000-30000	Kerosene	0
Rai-Limbu	University	Hilly	20000-30000	LP Gas	11
Rai-Limbu	University	Hilly	20000-30000	Others	0
Rai-Limbu	University	Hilly	20000-30000	Wood	24
Rai-Limbu	University	Hilly	30000-50000	Electricity	0
Rai-Limbu	University	Hilly	30000-50000	Gobar Gas	1
Rai-Limbu	University	Hilly	30000-50000	Kerosene	0
Rai-Limbu	University	Hilly	30000-50000	LP Gas	3
Rai-Limbu	University	Hilly	30000-50000	Others	1
Rai-Limbu	University	Hilly	30000-50000	Wood	4
Rai-Limbu	University	Hilly	50000-ABOVE	Electricity	0
Rai-Limbu	University	Hilly	50000-ABOVE	Gobar Gas	0
Rai-Limbu	University	Hilly	50000-ABOVE	Kerosene	0
Rai-Limbu	University	Hilly	50000-ABOVE	LP Gas	1
Rai-Limbu	University	Hilly	50000-ABOVE	Others	0
Rai-Limbu	University	Hilly	50000-ABOVE	Wood	3
Rai-Limbu	University	Himalayan	0-10000	Electricity	0
Rai-Limbu	University	Himalayan	0-10000	Gobar Gas	0
Rai-Limbu	University	Himalayan	0-10000	Kerosene	0
Rai-Limbu	University	Himalayan	0-10000	LP Gas	3
Rai-Limbu	University	Himalayan	0-10000	Others	0
Rai-Limbu	University	Himalayan	0-10000	Wood	34
Rai-Limbu	University	Himalayan	10000-20000	Electricity	0
Rai-Limbu	University	Himalayan	10000-20000	Gobar Gas	0
